"StudentID","PermanentPincode","CityName","StateName"
"2019100658","560091","Bangalore","Karnataka"
"2019100659","562112","Ramanagara","Karnataka"
"2019100660","560030","Bangalore","Karnataka"
"2019100661","560092","Bangalore","Karnataka"
"2019100662","560076","Bangalore","Karnataka"
"2019100663","560064","Bangalore","Karnataka"
"2019100664","560064","Bangalore","Karnataka"
"2019100665","560082","Bangalore","Karnataka"
"2019100666","587125","Bagalkote","Karnataka"
"2019100667","562125","Bangalore","Karnataka"
"2019100668","560003","Bangalore","Karnataka"
"2019100669","560076","Bangalore","Karnataka"
"2019100670","560062","Bangalore","Karnataka"
"2019100671","585307","Kalaburagi","Karnataka"
"2019100672","560068","Bangalore","Karnataka"
"2019100673","560004","Bangalore","Karnataka"
"2019100674","560091","Bangalore","Karnataka"
"2019100675","560100","Bangalore","Karnataka"
"2019100676","560018","Bangalore","Karnataka"
"2019100677","560078","Bangalore","Karnataka"
"2019100678","560070","Bangalore","Karnataka"
"2019100679","560064","Bangalore","Karnataka"
"2019100680","560016","Bangalore","Karnataka"
"2019100681","560075","Bangalore","Karnataka"
"2019100682","587103","Bagalkote","Karnataka"
"2019100683","560032","Bangalore","Karnataka"
"2019100684","560070","Bangalore","Karnataka"
"2019100685","562130","Bangalore","Karnataka"
"2019100686","560078","Bangalore","Karnataka"
"2019100687","560070","Bangalore","Karnataka"
"2019100688","563101","Kolar","Karnataka"
"2019100689","560010","Bangalore","Karnataka"
"2019100690","584126","Raichur","Karnataka"
"2019100691","571231","Kodagu","Karnataka"
"2019100692","571107","Mysore","Karnataka"
"2019100693","562149","Bangalore","Karnataka"
"2019100694","562138","Ramanagara","Karnataka"
"2019100695","560060","Bangalore","Karnataka"
"2019100696","573103","Hassan","Karnataka"
"2019100697","591123","Bangalore","Karnataka"
"2019100698","560061","Bangalore","Karnataka"
"2019100699","560062","Bangalore","Karnataka"
"2019100700","583129","Ballari","Karnataka"
"2019100701","560002","Bangalore","Karnataka"
"2019100702","560078","Bangalore","Karnataka"
"2019100703","560070","Bangalore","Karnataka"
"2019100704","560082","Bangalore","Karnataka"
"2019100705","560011","Bangalore","Karnataka"
"2019100706","561207","Chikkaballapur","Karnataka"
"2019100707","562109","Ramanagara","Karnataka"
"2019100708","560028","Bangalore","Karnataka"
"2019100709","583103","Ballari","Karnataka"
"2019100710","560078","Bangalore","Karnataka"
"2019100711","563131","Kolar","Karnataka"
"2019100712","562159","Ramanagara","Karnataka"
"2019100713","562160","Ramanagara","Karnataka"
"2019100714","562117","Ramanagara","Karnataka"
"2019100715","571401","Mandya","Karnataka"
"2019100716","562129","Ramanagara","Karnataka"
"2019100717","562160","Ramanagara","Karnataka"
"2019100718","562159","Ramanagara","Karnataka"
"2019100719","560061","Bangalore","Karnataka"
"2019100720","562135","Bangalore","Karnataka"
"2019100721","560076","Bangalore","Karnataka"
"2019100722","560004","Bangalore","Karnataka"
"2019100723","560078","Bangalore","Karnataka"
"2019100724","577527","Chitradurga","Karnataka"
"2019100725","563124","Chikkaballapur","Karnataka"
"2019100726","560043","Bangalore","Karnataka"
"2019100727","560104","Bangalore","Karnataka"
"2019100728","560097","Bangalore","Karnataka"
"2019100729","583227","Koppal","Karnataka"
"2019100730","572106","Tumkur","Karnataka"
"2019100731","577222","Shimoga","Karnataka"
"2019100752","517391","Chittoor","Andhra pradesh"
"2019100758","560070","Bangalore","Karnataka"
"2019100761","563134","Kolar","Karnataka"
"2019100768","560098","Bangalore","Karnataka"
"2019100769","560068","Bangalore","Karnataka"
"2019100770","560060","Bangalore","Karnataka"
"2019100771","560041","Bangalore","Karnataka"
"2019100772","562159","Ramanagara","Karnataka"
"2019100793","560060","Bangalore","Karnataka"
"2019100794","560029","Bangalore","Karnataka"
"2019100795","560079","Bangalore","Karnataka"
"2019100796","560082","Bangalore","Karnataka"
"2019100797","560054","Bangalore","Karnataka"
"2019100798","583104","Ballari","Karnataka"
"2019100799","560078","Bangalore","Karnataka"
"2019100800","560029","Bangalore","Karnataka"
"2019100801","561212","Chikkaballapur","Karnataka"
"2019100802","560094","Bangalore","Karnataka"
"2019100803","586109","Bijapur","Karnataka"
"2019100804","560094","Bangalore","Karnataka"
"2019100805","585412","Bidar","Karnataka"
"2019100806","581354","Uttara Kannada","Karnataka"
"2019100807","573116","Hassan","Karnataka"
"2019100808","562101","Chikkaballapur","Karnataka"
"2019100809","562101","Chikkaballapur","Karnataka"
"2019100810","560050","Bangalore","Karnataka"
"2019100811","562101","Chikkaballapur","Karnataka"
"2019100812","560078","Bangalore","Karnataka"
"2019100813","560050","Bangalore","Karnataka"
"2019100814","516205","Bangalore","Karnataka"
"2019100815","560015","Bangalore","Karnataka"
"2019100816","560026","Bangalore","Karnataka"
"2019100817","562112","Ramanagara","Karnataka"
"2019100850","591221","Belagavi","Karnataka"
"2019100851","591122","Belagavi","Karnataka"
"2019100852","591129","Belagavi","Karnataka"
"2019100853","591231","Belagavi","Karnataka"
"2019100854","591224","Belagavi","Karnataka"
"2019100855","591224","Belagavi","Karnataka"
"2019100856","591129","Belagavi","Karnataka"
"2019100857","591231","Belagavi","Karnataka"
"2019100858","591122","Belagavi","Karnataka"
"2019100859","591310","Belagavi","Karnataka"
"2019100860","591231","Belagavi","Karnataka"
"2019100861","591122","Belagavi","Karnataka"
"2019100862","591218","Belagavi","Karnataka"
"2019100863","591129","Belagavi","Karnataka"
"2019100864","591129","Belagavi","Karnataka"
"2019100987","590016","Belagavi","Karnataka"
"2019100988","591243","Belagavi","Karnataka"
"2019100989","590016","Belagavi","Karnataka"
"2019100990","591221","Belagavi","Karnataka"
"2019100991","591221","Belagavi","Karnataka"
"2019100992","591222","Belagavi","Karnataka"
"2019100993","590016","Belagavi","Karnataka"
"2019100994","591221","Belagavi","Karnataka"
"2019100995","591246","Belagavi","Karnataka"
"2019100996","591125","Bangalore","Karnataka"
"2019100997","591243","Belagavi","Karnataka"
"2019100998","591243","Belagavi","Karnataka"
"2019100999","591120","Belagavi","Karnataka"
"2019101000","591120","Belagavi","Karnataka"
"2019101001","591224","Belagavi","Karnataka"
"2019102043","591150","Belagavi","Karnataka"
"2019102044","591156","Belagavi","Karnataka"
"2019102046","591310","Belagavi","Karnataka"
"2019102047","591243","Belagavi","Karnataka"
"2019102048","590014","Belagavi","Karnataka"
"2019102049","590018","Belagavi","Karnataka"
"2019102050","591246","Belagavi","Karnataka"
"2019102051","591307","Belagavi","Karnataka"
"2019102052","591302","Belagavi","Karnataka"
"2019102053","591101","Belagavi","Karnataka"
"2019102054","590015","Belagavi","Karnataka"
"2019102056","591156","Belagavi","Karnataka"
"2019102057","591156","Belagavi","Karnataka"
"2019102198","590003","Bangalore","Karnataka"
"2019102202","591344","Belagavi","Karnataka"
"2019102206","591156","Belagavi","Karnataka"
"2019102955","591221","Belagavi","Karnataka"
"2019102957","590008","Belagavi","Karnataka"
"2019102958","591120","Belagavi","Karnataka"
"2019102959","590005","Belagavi","Karnataka"
"2019102960","590008","Belagavi","Karnataka"
"2019102962","590005","Belagavi","Karnataka"
"2019102963","590016","Belagavi","Karnataka"
"2019102964","591156","Belagavi","Karnataka"
"2019102966","591131","Belagavi","Karnataka"
"2019102967","590005","Belagavi","Karnataka"
"2019102968","591307","Belagavi","Karnataka"
"2019102969","590010","Belagavi","Karnataka"
"2019102970","586202","Belagavi","Karnataka"
"2019102971","587207","Bagalkote","Karnataka"
"201910302192","572106","Tumkur","Karnataka"
"201910302193","572107","Tumkur","Karnataka"
"201910302195","580001","Dharwad","Karnataka"
"201910303707","583234","Koppal","Karnataka"
"201910303801","560090","Bangalore","Karnataka"
"201910303802","562159","Ramanagara","Karnataka"
"201910303803","560107","Bangalore","Karnataka"
"201910303804","560090","Bangalore","Karnataka"
"201910303805","560056","Bangalore","Karnataka"
"201910303806","560073","Bangalore","Karnataka"
"201910303807","560107","Bangalore","Karnataka"
"201910303808","560107","Bangalore","Karnataka"
"201910303809","560107","Bangalore","Karnataka"
"201910303810","572104","Tumkur","Karnataka"
"201910303811","560090","Bangalore","Karnataka"
"201910303812","560107","Bangalore","Karnataka"
"201910303813","560090","Bangalore","Karnataka"
"201910303814","560107","Bangalore","Karnataka"
"2019103513","590008","Belagavi","Karnataka"
"2019103514","590008","Belagavi","Karnataka"
"2019103515","591241","Belagavi","Karnataka"
"2019103516","590014","Belagavi","Karnataka"
"201910402190","572222","Tumkur","Karnataka"
"201910501921","563132","Kolar","Karnataka"
"201910501923","563136","Kolar","Karnataka"
"201910501924","590105","Bangalore","Karnataka"
"201910501925","560105","Bangalore","Karnataka"
"201910501926","560076","Bangalore","Karnataka"
"201910501928","560076","Bangalore","Karnataka"
"201910501929","560076","Bangalore","Karnataka"
"201910501930","560105","Bangalore","Karnataka"
"201910501931","560060","Bangalore","Karnataka"
"201910502188","584115","Raichur","Karnataka"
"201910502199","560099","Bangalore","Karnataka"
"201910502200","562106","Bangalore","Karnataka"
"201910502201","560021","Bangalore","Karnataka"
"201910502203","560021","Bangalore","Karnataka"
"201910502204","560047","Bangalore","Karnataka"
"201910502205","560043","Bangalore","Karnataka"
"201910502207","560078","Bangalore","Karnataka"
"201910502208","560078","Bangalore","Karnataka"
"201910502209","560062","Bangalore","Karnataka"
"201910502210","560070","Bangalore","Karnataka"
"201910502211","560078","Bangalore","Karnataka"
"201910502212","560070","Bangalore","Karnataka"
"201910502213","560062","Bangalore","Karnataka"
"201910502214","587301","Bagalkote","Karnataka"
"201910502215","560027","Bangalore","Karnataka"
"201910502216","560078","Bangalore","Karnataka"
"201910502217","560037","Bangalore","Karnataka"
"201910502218","560060","Bangalore","Karnataka"
"201910502219","560027","Bangalore","Karnataka"
"201910502220","562108","Ramanagara","Karnataka"
"201910502221","562126","Ramanagara","Karnataka"
"201910502222","560062","Bangalore","Karnataka"
"201910502223","585314","Kalaburagi","Karnataka"
"201910502224","562117","Ramanagara","Karnataka"
"201910502225","560078","Bangalore","Karnataka"
"201910502366","560078","Bangalore","Karnataka"
"201910502529","586117","Bijapur","Karnataka"
"201910503014","561235","Bangalore","Karnataka"
"201910503015","563125","Chikkaballapur","Karnataka"
"201910503016","562104","Bangalore","Karnataka"
"201910503017","562101","Chikkaballapur","Karnataka"
"201910503018","562135","Bangalore","Karnataka"
"201910503019","560064","Bangalore","Karnataka"
"201910503020","562101","Chikkaballapur","Karnataka"
"201910503021","563126","Chikkaballapur","Karnataka"
"201910503022","562101","Bangalore","Karnataka"
"201910503124","560072","Bangalore","Karnataka"
"201910503567","560013","Bangalore","Karnataka"
"201910503568","563137","Kolar","Karnataka"
"201910503569","560043","Bangalore","Karnataka"
"201910503570","572139","Tumkur","Karnataka"
"201910503571","560096","Bangalore","Karnataka"
"201910503572","563101","Kolar","Karnataka"
"201910503573","560036","Bangalore","Karnataka"
"201910503574","563137","Kolar","Karnataka"
"201910503575","560091","Bangalore","Karnataka"
"201910503576","562114","Bangalore","Karnataka"
"201910503577","560064","Bangalore","Karnataka"
"201910503578","561210","Chikkaballapur","Karnataka"
"201910503579","560021","Bangalore","Karnataka"
"201910503580","562114","Bangalore","Karnataka"
"201910503581","562114","Bangalore","Karnataka"
"201910503583","560037","Bangalore","Karnataka"
"201910503584","560091","Bangalore","Karnataka"
"201910503585","560023","Bangalore","Karnataka"
"201910503586","560061","Bangalore","Karnataka"
"201910503587","560073","Bangalore","Karnataka"
"201910503588","560073","Bangalore","Karnataka"
"201910503589","560058","Bangalore","Karnataka"
"201910503590","560093","Bangalore","Karnataka"
"201910503591","560079","Bangalore","Karnataka"
"201910503592","560098","Bangalore","Karnataka"
"201910503593","560010","Bangalore","Karnataka"
"201910503594","560091","Bangalore","Karnataka"
"201910503595","560018","Bangalore","Karnataka"
"201910503596","560021","Bangalore","Karnataka"
"201910503597","560085","Bangalore","Karnataka"
"201910503617","560058","Bangalore","Karnataka"
"201910503618","560054","Bangalore","Karnataka"
"201910503619","560097","Bangalore","Karnataka"
"201910503620","560058","Bangalore","Karnataka"
"201910503621","560026","Bangalore","Karnataka"
"201910503622","560010","Bangalore","Karnataka"
"201910503623","560073","Bangalore","Karnataka"
"201910503624","560010","Bangalore","Karnataka"
"201910503625","562120","Chamarajanagar","Karnataka"
"201910503626","560050","Bangalore","Karnataka"
"201910503627","560067","Bangalore","Karnataka"
"201910503628","560084","Bangalore","Karnataka"
"201910503629","562130","Bangalore","Karnataka"
"201910503630","560092","Bangalore","Karnataka"
"201910503631","560094","Bangalore","Karnataka"
"201910503632","562130","Bangalore","Karnataka"
"201910503633","560100","Bangalore","Karnataka"
"201910503634","560079","Bangalore","Karnataka"
"201910503635","560021","Bangalore","Karnataka"
"201910503636","560058","Bangalore","Karnataka"
"201910503708","560047","Bangalore","Karnataka"
"201910503709","591224","Belagavi","Karnataka"
"201910503710","560068","Bangalore","Karnataka"
"201910503711","560013","Bangalore","Karnataka"
"201910503712","563117","Kolar","Karnataka"
"201910503713","563130","Kolar","Karnataka"
"201910503714","560064","Bangalore","Karnataka"
"201910503715","560064","Bangalore","Karnataka"
"201910503716","560064","Bangalore","Karnataka"
"201910503731","562123","Bangalore","Karnataka"
"201910503732","562123","Bangalore","Karnataka"
"201910503733","562123","Bangalore","Karnataka"
"201910503734","562123","Bangalore","Karnataka"
"201910503735","562111","Bangalore","Karnataka"
"201910503736","562123","Bangalore","Karnataka"
"201910503737","562123","Bangalore","Karnataka"
"201910503738","562123","Bangalore","Karnataka"
"201910503739","562123","Bangalore","Karnataka"
"201910503740","560057","Bangalore","Karnataka"
"201910503741","562123","Bangalore","Karnataka"
"201910503742","562123","Bangalore","Karnataka"
"201910503743","562130","Bangalore","Karnataka"
"201910503744","562123","Bangalore","Karnataka"
"201910503745","562123","Bangalore","Karnataka"
"201910503746","562123","Bangalore","Karnataka"
"201910503766","560045","Bangalore","Karnataka"
"201910503767","585102","Kalaburagi","Karnataka"
"201910503768","562110","Bangalore","Karnataka"
"201910503769","585104","Kalaburagi","Karnataka"
"201910503770","585102","Kalaburagi","Karnataka"
"201910503771","562110","Bangalore","Karnataka"
"201910503772","585302","Kalaburagi","Karnataka"
"201910503773","585102","Kalaburagi","Karnataka"
"201910503774","561207","Chikkaballapur","Karnataka"
"201910503775","562107","Bangalore","Karnataka"
"201910503776","562106","Bangalore","Karnataka"
"201910503777","577557","Chitradurga","Karnataka"
"201910503778","562106","Bangalore","Karnataka"
"201910503779","562125","Bangalore","Karnataka"
"201910503780","560012","Bangalore","Karnataka"
"201910701046","585228","Bangalore","Karnataka"
"201910701047","585317","Bangalore","Karnataka"
"201910701879","585103","Bangalore","Karnataka"
"201910701880","585312","Bangalore","Karnataka"
"201910702636","585311","Bidar","Karnataka"
"201910702637","585322","Kalaburagi","Karnataka"
"201910702638","585213","Kalaburagi","Karnataka"
"201911401015","585324","Bangalore","Karnataka"
"201911401018","585306","Bangalore","Karnataka"
"201911401020","585324","Bangalore","Karnataka"
"201911401021","585325","Bangalore","Karnataka"
"201911401022","585102","Bangalore","Karnataka"
"201911401023","585103","Bangalore","Karnataka"
"201911401027","585329","Bangalore","Karnataka"
"201911401029","585316","Bangalore","Karnataka"
"201911401030","585329","Bangalore","Karnataka"
"201911401031","585313","Bangalore","Karnataka"
"201911401032","585236","Bangalore","Karnataka"
"201911401033","585102","Bangalore","Karnataka"
"201911401034","585313","Bangalore","Karnataka"
"201911401035","585236","Bangalore","Karnataka"
"201911401036","585103","Bangalore","Karnataka"
"201911401037","585316","Bangalore","Karnataka"
"201911401038","585302","Bangalore","Karnataka"
"201911401039","585102","Bangalore","Karnataka"
"201911401040","585305","Bangalore","Karnataka"
"201911401048","585311","Bangalore","Karnataka"
"201911401049","585317","Bangalore","Karnataka"
"201911401050","585317","Bangalore","Karnataka"
"201911401051","585316","Bangalore","Karnataka"
"201911401052","585212","Bangalore","Karnataka"
"201911401053","585102","Bangalore","Karnataka"
"201911401054","585318","Bangalore","Karnataka"
"201911401055","585105","Bangalore","Karnataka"
"201911401056","585213","Bangalore","Karnataka"
"201911401057","585102","Bangalore","Karnataka"
"201911401058","585102","Bangalore","Karnataka"
"201911401059","585287","Bangalore","Karnataka"
"201911401060","585213","Bangalore","Karnataka"
"201911401061","585215","Bangalore","Karnataka"
"201911401062","585317","Bangalore","Karnataka"
"201911401063","585102","Bangalore","Karnataka"
"201911401064","585103","Bangalore","Karnataka"
"201911401065","585311","Bangalore","Karnataka"
"201911401066","585301","Bangalore","Karnataka"
"201911401067","585330","Bangalore","Karnataka"
"201911401068","585102","Bangalore","Karnataka"
"201911401069","584123","Bangalore","Karnataka"
"201911401070","585311","Bangalore","Karnataka"
"201911401071","585102","Bangalore","Karnataka"
"201911401072","585236","Bangalore","Karnataka"
"201911401073","585102","Bangalore","Karnataka"
"201911401074","585102","Bangalore","Karnataka"
"201911401075","585103","Bangalore","Karnataka"
"201911401076","585228","Bangalore","Karnataka"
"201911401082","585213","Bangalore","Karnataka"
"201911401083","585312","Bangalore","Karnataka"
"201911401084","585225","Bangalore","Karnataka"
"201911401085","585225","Bangalore","Karnataka"
"201911401086","585265","Bangalore","Karnataka"
"201911401089","585311","Bangalore","Karnataka"
"201911401090","585102","Bangalore","Karnataka"
"201911401098","585103","Bangalore","Karnataka"
"201911401099","585103","Bangalore","Karnataka"
"201911401100","585103","Bangalore","Karnataka"
"201911401101","585302","Bangalore","Karnataka"
"201911401102","585265","Bangalore","Karnataka"
"201911401103","585213","Bangalore","Karnataka"
"201911401104","585222","Bangalore","Karnataka"
"201911401105","585225","Bangalore","Karnataka"
"201911401106","585103","Bangalore","Karnataka"
"201911401107","585228","Bangalore","Karnataka"
"201911401108","585225","Bangalore","Karnataka"
"201911401109","585102","Bangalore","Karnataka"
"201911401110","585212","Bangalore","Karnataka"
"201911401111","585102","Bangalore","Karnataka"
"201911401112","585103","Bangalore","Karnataka"
"201911401113","585228","Bangalore","Karnataka"
"201911401114","585265","Bangalore","Karnataka"
"201911401115","585265","Bangalore","Karnataka"
"201911401116","585103","Bangalore","Karnataka"
"201911401117","585211","Bangalore","Karnataka"
"201911401118","585317","Bangalore","Karnataka"
"201911401119","585265","Bangalore","Karnataka"
"201911401120","585101","Bangalore","Karnataka"
"201911401121","585317","Bangalore","Karnataka"
"201911401122","585317","Bangalore","Karnataka"
"201911401123","585308","Bangalore","Karnataka"
"201911401124","585312","Bangalore","Karnataka"
"201911401125","585103","Bangalore","Karnataka"
"201911401126","585213","Bangalore","Karnataka"
"201911401131","585106","Bangalore","Karnataka"
"201911401132","585103","Bangalore","Karnataka"
"201911401133","585103","Bangalore","Karnataka"
"201911401134","585103","Bangalore","Karnataka"
"201911401911","585317","Bangalore","Karnataka"
"201912501136","585103","Bangalore","Karnataka"
"201912501137","585102","Bangalore","Karnataka"
"201912501138","585102","Bangalore","Karnataka"
"201912501692","585101","Kalaburagi","Karnataka"
"201912501922","585308","Kalaburagi","Karnataka"
"201912501927","585228","Kalaburagi","Karnataka"
